Stephen Curry,26:08,6,13,.462,4,8,.500,1,1,1.000,1,0,1,6,3,0,3,2,17,+28,.632,.615,.615,.077,3.9,0.0,1.7,38.0,5.7,0.0,18.2,28.7,114,93,GSW,LAL,0,2016-01-05
Stephen Curry,28:50,8,18,.444,4,11,.364,6,6,1.000,0,3,3,9,1,0,1,2,26,+22,.630,.556,.611,.333,0.0,9.1,5.4,45.8,1.6,0.0,4.6,32.4,134,107,GSW,POR,0,2016-01-08
Stephen Curry,37:54,12,21,.571,8,14,.571,6,7,.857,1,5,6,11,1,1,4,3,38,+16,.789,.762,.667,.333,3.5,13.8,9.3,41.2,1.2,1.8,14.2,31.9,146,113,GSW,SAC,0,2016-01-09
Stephen Curry,37:34,11,27,.407,4,11,.364,5,6,.833,0,2,2,6,1,0,1,2,31,-3,.523,.481,.407,.222,0.0,5.2,2.7,28.5,1.3,0.0,3.3,36.2,109,108,MIA,GSW,1,2016-01-11
Stephen Curry,39:48,13,25,.520,5,12,.417,7,7,1.000,2,3,5,9,3,1,8,1,38,-4,.677,.620,.480,.280,5.6,8.0,6.9,41.2,3.6,1.9,22.2,39.6,112,112,GSW,DEN,0,2016-01-13
Stephen Curry,29:31,9,18,.500,8,16,.500,0,0,,2,4,6,3,1,0,3,3,26,+14,.722,.722,.889,.000,7.6,12.8,10.4,17.2,1.6,0.0,14.3,30.0,125,98,LAL,GSW,1,2016-01-14
Stephen Curry,36:55,13,26,.500,7,15,.467,5,6,.833,1,6,7,5,2,0,2,1,38,+2,.663,.635,.577,.231,2.4,15.6,8.8,38.0,2.6,0.0,6.5,34.3,131,113,GSW,DET,0,2016-01-16
Stephen Curry,28:03,12,18,.667,7,12,.583,4,4,1.000,2,3,5,4,3,0,1,3,35,+34,.886,.861,.667,.222,10.1,13.2,11.7,26.9,5.4,0.0,4.8,33.9,164,96,GSW,CLE,0,2016-01-18
Stephen Curry,33:45,8,18,.444,3,9,.333,6,6,1.000,1,6,7,11,2,1,2,2,25,+36,.606,.528,.500,.333,3.2,14.5,9.6,40.5,2.8,1.8,8.8,28.3,133,91,GSW,CHI,0,2016-01-20
Stephen Curry,36:49,11,19,.579,8,15,.533,9,9,1.000,2,8,10,12,1,0,2,1,39,+22,.849,.789,.789,.474,6.1,20.5,13.9,54.6,1.3,0.0,8.0,27.6,172,108,IND,GSW,1,2016-01-22
Stephen Curry,28:21,12,20,.600,6,9,.667,7,7,1.000,1,1,2,3,5,0,1,0,37,+23,.802,.750,.450,.350,4.3,3.8,4.1,21.4,8.2,0.0,4.2,34.8,155,80,SAS,GSW,1,2016-01-25
Stephen Curry,31:48,4,11,.364,3,7,.429,3,3,1.000,1,1,2,9,3,1,0,2,14,+26,.568,.500,.636,.273,4.6,3.7,4.1,33.2,4.9,2.7,0.0,18.7,147,109,DAL,GSW,1,2016-01-27
Stephen Curry,34:12,9,19,.474,5,11,.455,0,0,,2,3,5,6,1,2,8,3,23,+8,.605,.605,.579,.000,6.4,7.9,7.2,24.5,1.4,4.5,29.6,31.9,89,100,GSW,PHI,0,2016-01-30
Stephen Curry,31:59,5,17,.294,3,11,.273,0,0,,0,4,4,4,3,0,3,1,13,+10,.382,.382,.647,.000,0.0,11.3,7.1,17.4,4.6,0.0,15.0,29.7,74,94,GSW,NYK,0,2016-01-31
Stephen Curry,35:41,19,28,.679,11,15,.733,2,3,.667,1,6,7,2,3,0,7,3,51,+20,.870,.875,.536,.107,3.0,19.2,10.8,11.5,3.6,0.0,19.3,39.5,123,106,GSW,WAS,0,2016-02-03
Stephen Curry,37:42,10,26,.385,1,9,.111,5,5,1.000,1,5,6,10,3,0,3,2,26,+3,.461,.404,.346,.192,2.5,14.1,8.0,36.1,3.8,0.0,9.6,34.3,104,103,OKC,GSW,1,2016-02-06
Stephen Curry,37:41,12,24,.500,7,16,.438,4,4,1.000,1,4,5,9,1,0,1,2,35,+3,.679,.646,.667,.167,2.9,10.6,6.9,39.9,1.3,0.0,3.7,29.0,149,114,HOU,GSW,1,2016-02-09
Stephen Curry,30:06,9,17,.529,5,10,.500,3,4,.750,5,4,9,9,1,1,2,1,26,+12,.693,.676,.588,.235,16.6,12.3,14.4,63.4,1.5,2.2,9.6,28.8,142,99,GSW,PHO,0,2016-02-10
Stephen Curry,26:18,12,23,.522,7,13,.538,0,0,,2,1,3,5,2,0,3,4,31,-18,.674,.674,.565,.000,6.8,4.5,5.8,64.7,3.4,0.0,11.5,38.2,118,124,GSW,POR,0,2016-02-19
Stephen Curry,35:30,5,15,.333,3,8,.375,10,12,.833,0,3,3,9,3,0,3,2,23,+4,.567,.433,.533,.800,0.0,8.5,4.6,34.5,4.1,0.0,12.9,29.3,115,111,GSW,LAC,0,2016-02-20
Stephen Curry,35:48,14,22,.636,5,11,.455,3,3,1.000,1,5,6,8,3,0,2,2,36,+13,.772,.750,.500,.136,3.0,14.9,8.9,53.0,4.0,0.0,7.9,31.6,140,92,GSW,ATL,0,2016-02-22
Stephen Curry,35:35,14,29,.483,6,12,.500,8,8,1.000,3,4,7,7,1,1,7,0,42,+7,.646,.586,.414,.276,9.2,12.0,10.6,40.9,1.3,1.9,17.7,46.8,115,112,GSW,MIA,0,2016-02-24
Stephen Curry,34:02,20,27,.741,10,15,.667,1,1,1.000,0,7,7,8,0,1,5,1,51,+11,.929,.926,.556,.037,0.0,23.5,12.5,45.5,0.0,2.2,15.4,39.8,146,109,GSW,ORL,0,2016-02-25
Stephen Curry,37:41,14,24,.583,12,16,.750,6,8,.750,0,3,3,6,2,0,3,1,46,+6,.836,.833,.667,.333,0.0,9.6,4.5,33.3,2.5,0.0,9.8,36.7,143,110,GSW,OKC,0,2016-02-27
Stephen Curry,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATL,GSW,1,2016-03-01
Stephen Curry,37:11,12,25,.480,5,15,.333,4,5,.800,1,3,4,4,1,1,1,2,33,+6,.607,.580,.600,.200,3.3,8.2,6.0,16.4,1.3,2.0,3.5,34.9,117,110,OKC,GSW,1,2016-03-03
Stephen Curry,34:17,6,20,.300,1,10,.100,5,5,1.000,1,5,6,4,1,0,4,2,18,-8,.405,.325,.500,.250,2.9,17.1,9.3,19.6,1.4,0.0,15.3,30.3,84,115,GSW,LAL,0,2016-03-06
Stephen Curry,37:20,14,24,.583,7,13,.538,6,6,1.000,1,12,13,3,4,0,5,3,41,+21,.770,.729,.542,.250,3.0,31.5,18.2,16.1,4.7,0.0,15.8,33.9,127,98,ORL,GSW,1,2016-03-07
Stephen Curry,31:31,4,12,.333,3,9,.333,1,2,.500,0,3,3,10,3,0,3,2,12,+12,.466,.458,.750,.167,0.0,10.4,5.6,36.3,4.9,0.0,18.9,23.4,105,98,UTA,GSW,1,2016-03-09
